text,sentiment,sentiment_label
@SouthwestAir All good... beers and #oscars2015 ar #DIA,0.4404,Positive
"@SouthwestAir yes, please #companionpass",0.6124,Positive
@SouthwestAir @fly2midway 45 minute wait for my bags. Just what I needed on a Sunday night.,0.0,Neutral
@SouthwestAir luv my companion pass!,0.0,Neutral
@southwestair Winter Weather for Denver extended for tomorrow by chance? Even to Late Flightr in the day would be super helpful.,0.8271,Positive
@SouthwestAir it's ok I was supposed to be in California 5hrs ago,0.296,Positive
"@SouthwestAir I need to Cancelled Flight one leg of a flight, but can't seem to do this online. Been on hold on the phone for 10 minutes. Any help?",0.4678,Positive
@SouthwestAir A-list preferred. DEN-DAL flight Cancelled Flightled 30 min prior to boarding. Best option was Tue afternoon. Seriously?!? Epic fail.,-0.3923,Negative
@SouthwestAir Free TV watching Daytona 500! #Boss http://t.co/SbGBN7oUXy,0.5562,Positive
"@SouthwestAir I understand. But it's consistent, and been consistent for years. It's known around the country.",0.0,Neutral
@SouthwestAir thank you!!,0.4738,Positive
@SouthwestAir been dealing with multiple offices for the last 3 days. Youve completely lost me as a customer unless my bag is back to me.,-0.3804,Negative
@SouthwestAir i got the call from RDU that my baggage is there except that doesn't help me bc i can't get it until I'm flying back home.,-0.3089,Negative
@SouthwestAir how do I get a companion pass,0.0,Neutral
@SouthwestAir especially if it's your mom! #IChangedYourDiaper,0.0,Neutral
@SouthwestAir @MegElizabeth631 how you like the #redcarpet treatment,0.3612,Positive
"@SouthwestAir For example, can't pay 4 hotel &amp; food? Or transport to alternate city we are flying from? Or give clear record of alt flight?",0.5324,Positive
@SouthwestAir I'm flying out of CUN tomorrow To DEN - can I change my flight due to the travel advisory??,0.0,Neutral
@SouthwestAir Tough I can take. Zero meaningful assistance while stranded for 2 days is another matter. Looking for signs you care abt cust.,0.6249,Positive
@SouthwestAir Don't apologize. Do something about it. Words mean nothing. Actions work. EOM.,-0.0762,Negative
@SouthwestAir after an hour and a half then it came back damaged. Not happy 😣,-0.7094,Negative
@SouthwestAir how long does it take for my Rapid Rewards points to be credited to my account?,0.6808,Positive
@SouthwestAir why does the customer service have rather inconsistent information,0.0,Neutral
@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.,0.7424,Positive
@SouthwestAir but to make us tru to find space in other flights.  This customer service is as bad as @SpiritAirlines.,-0.6956,Negative
@SouthwestAir no delay. I pay $777.70 for BS A1 ticket. You boarded flight early. I'm last to board. Now have middle seat. Wasted $$$$!,-0.446,Negative
"@SouthwestAir first you had a good idea thatthis would happen and did not Cancelled Flight it earlier, then very amateurish that there was no plan.",0.3485,Positive
@SouthwestAir very disappointed in your handling of tonight's Cancelled Flighted Dallas flight.  Not that it was Cancelled Flighted but no contingencies.,-0.7181,Negative
@SouthwestAir it's ok! Southwest is still the best airline around! Just hate when baggage room runs out.. My now checked bag has headphones!,0.3348,Positive
@SouthwestAir please start flying to Huntsville so I never have to fly American Airlines again,0.3182,Positive
@SouthwestAir Flight 3267 (N659SW) arrives at @FlyTPA following flight from @MitchellAirport http://t.co/LJ2YdKoR8q,0.0,Neutral
"@SouthwestAir no you are not, you just care about mighty dollar.",-0.5897,Negative
@SouthwestAir I have a child traveling cross country...she's 11 will be turning 12 in march...and (cont) http://t.co/Enh1keUUTd,0.0,Neutral
@SouthwestAir  how do you get one?,0.0,Neutral
@SouthwestAir retiring with my hubby and it's our 25th wedding anniversary this year! Companion pass please!!,0.4898,Positive
"@SouthwestAir beautiful view flying into San Jose, CA this evening http://t.co/SxVaGbRTlI",0.5994,Positive
@SouthwestAir Thank you SWA and Shannon G. @LASairport (C22) for being a miracle worker! #awesome,0.8932,Positive
"But expect no help from -&gt;@SouthwestAir &lt;-.  Our flt was canx at the last minute for ""weather.""  We flew home on weatherless @united.",0.2054,Positive
@SouthwestAir want go from New Orleans houston see my dad at md anderson can you help me out,0.4588,Positive
@SouthwestAir yes please,0.6124,Positive
@SouthwestAir I changed my flight through St. Louis. Thanks for the reply though!,0.4926,Positive
@SouthwestAir flying by myself is getting old,0.0,Neutral
@SouthwestAir really shouldn't offer sweeps if your link isn't going to work! B http://t.co/nOfG0TQHYN,0.0,Neutral
@SouthwestAir Have had a companion pass for a few years and my wife and I use it all the time.  Thanks #southwest for making travel easy!,0.7263,Positive
"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?",-0.3736,Negative
@SouthwestAir WIFI is so slow it totally precludes working on the web. Will NOT book SWA for business travel. Wish I hadn't lit $24 on fire,0.0772,Positive
@SouthwestAir yes please.my son lives in NJ.,0.4019,Positive
@SouthwestAir companion pass please!,0.3802,Positive
@SouthwestAir constantly providing wonderful views and service! #SouthwestLuv http://t.co/9UNxqOTzIK,0.6114,Positive
"@SouthwestAir everyone deserves red carpet tx until they destroy your luggage &amp;only give you $75 voucher, like I want to fly w/them again!",0.2714,Positive
@SouthwestAir staff was overall awful through multiple airports would have switched airlines if another flight was available,-0.4588,Negative
@SouthwestAir lol I already am ! I am a card member as well too lol i enjoy flying with you Guys,0.8805,Positive
@SouthwestAir.   50th Anniversary on April 10th. Still. Sweethearts.  Companions.  Lifetime.  Sons.  Families. Love.,0.8402,Positive
".@SouthwestAir Well, we all need something to aim for.",0.2732,Positive
@SouthwestAir YES please....How do we get that companion pass?,0.5319,Positive
@southwestair on flight 3130 and I paid $8 for wifi that can't load a website functionally except for your own live streaming. Unacceptable.,-0.4588,Negative
@SouthwestAir gimme,0.0,Neutral
@SouthwestAir flights still going to DAL?,0.0,Neutral
@SouthwestAir You've inspired me to start my own airline to combat your weak ass airline. sick of this shit,-0.91,Negative
@SouthwestAir is service to Aruba being permanently discontinued in August?,0.0,Neutral
@SouthwestAir yes please!,0.6476,Positive
@SouthwestAir I miss mine terribly. A +1 for my 30th anniversary would be amazing. It would mean LUV is in the air. #dontmakemebeg,-0.1027,Negative
@SouthwestAir I (heart) my CP status. Sure would be nice to have though.,0.8519,Positive
@SouthwestAir #RedCarpet Southwest Companion Pass would be great!,0.6588,Positive
@SouthwestAir I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend 😬,0.7845,Positive
@SouthwestAir I want one!,0.1511,Positive
@SouthwestAir everyones flights who were Cancelled Flightled today DESERVE 1,-0.25,Negative
“@SouthwestAir: Companion Pass. Because everyone deserves #RedCarpet treatment and a +1 (even if it's your mom). http://t.co/QjKL4aBprG”,0.0,Neutral
@SouthwestAir sign me up!,0.0,Neutral
@SouthwestAir I would love a +1 #RedCarpet  treatment,0.6369,Positive
@SouthwestAir how do I get my companion pass?,0.0,Neutral
@SouthwestAir Tell me the secrets to flying high #RedCarpet,0.0,Neutral
@SouthwestAir That would be brighter than all the stars combined on the red carpet tonight!,0.4389,Positive
@SouthwestAir How about auto check in for CP holders? Come on.,0.0,Neutral
@SouthwestAir got mine!  Just in time for the wife and my 15th anniversary!,0.0,Neutral
@SouthwestAir I love my Companion Pass (qualified 4th year).  #HollyMais,0.6369,Positive
@SouthwestAir where is mines?,0.0,Neutral
@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!,0.8687,Positive
@SouthwestAir ...and how does one obtain this companion pass?,0.0,Neutral
"@SouthwestAir Yes, please.",0.6124,Positive
@SouthwestAir https://t.co/OQUKSo3s2O subscribe please https://t.co/OQUKSo3s2O,0.3182,Positive
@SouthwestAir sign me up!,0.0,Neutral
@SouthwestAir just got mine..now where to go??,0.0,Neutral
@SouthwestAir wifi is the worst $8 investment I have ever made.,-0.6249,Negative
@SouthwestAir Can I get any help with Cancelled Flighting my flight reservation?,0.1779,Positive
@SouthwestAir sitting in Newark because flight 4179 was Cancelled Flightled for no apparent reason.  All I was told was sorry after 2.5 hrs waiting,-0.5423,Negative
@SouthwestAir I have followed you. Awaiting your DM.,0.0,Neutral
"@SouthwestAir -U dont have Atlanta to San fransisco in 99$ in the present sale, like u had in the last sale?Im looking for 2 return tickets",0.3612,Positive
@SouthwestAir couldn't be bothered to help with my lost my luggage. Not a single helpful employee owner to be found in BWI.,0.0077,Positive
@SouthwestAir Seriously? FOUR DELAYS? Only takes 42 minutes to get to Vegas from @flyLAXairport &amp; I have a connecting flight. #ridiculous,-0.5514,Negative
"@SouthwestAir should get their shit together before they owe my $2,000 for my bag.",-0.5574,Negative
@SouthwestAir I requested my boarding pass to be texted to me but I still haven't received it.,0.0,Neutral
@SouthwestAir I gave you one more try. Figured you could get a 1 hr flight right. Nope. Delayed an hr. Seems to be every time.,0.1695,Positive
@SouthwestAir I'm gonna ignore the fasten seatbelt sign and I want to see if ur man enough to do anything about it!!!,-0.4724,Negative
@SouthwestAir I'm a huge fan and give y'all too much business...so please fix the damn wifi!,0.5411,Positive
@SouthwestAir got it.  Next time I will know about paying extra to make the A Line.,0.0,Neutral
"@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??",-0.1926,Negative
@SouthwestAir Flying South by Southwest from SJC to SNA tiday http://t.co/KJKuVJ6CMo,0.0,Neutral
@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group,0.4404,Positive
@SouthwestAir Weather keeps slowing us down. Not your fault. This is the 1st time a Southwest flight of mine was Late Flight so I can't complain :),0.285,Positive
@SouthwestAir Thanks.,0.4404,Positive
@SouthwestAir still planing on flights into Dal? We are trying to fly in tomorrow from lax,0.0,Neutral
@SouthwestAir now I can't board thanks. You guys moved me to standby. I've been holding this boarding pass since 7pm yesterday,-0.3412,Negative
@SouthwestAir has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8,0.8356,Positive
@SouthwestAir Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to... Impressed! #gettingbetter 👍,0.4926,Positive
@SouthwestAir My GF lost the promise ring I gave her on flight 2707 2/21/2015 SFO&gt;SNA. It's an infinity silver band ring. Please help!,0.6476,Positive
@SouthwestAir Two delayed flights in a row. Neither one of them explained,-0.2263,Negative
@SouthwestAir been sleeping on the floor like I'm homeless and now delayed flights because the equipment isn't working! I have a job to get2,0.2244,Positive
@SouthwestAir you guys should stop doing service in Denver it's horrible I get stuck here every time! I've been here almost 24hrs,-0.7901,Negative
@SouthwestAir Thanks. 436. Only a minor delay so not a big deal. :)Appreciate the concern though. Boarding now. You do have amazing service!,0.8122,Positive
"@SouthwestAir Traveling with a 13 year old Thursday. He does not need an ID, correct?",0.0,Neutral
@SouthwestAir How's Dallas incoming looking? I'm scheduled to fly in at 10:30 and wondering if I'll be stuck in St. Louis instead.,-0.25,Negative
